Page,Loc #,Location,Month,Revenue,NAFI Amt,Annual Revenue,Annual NAFI
6,2394,Beach Head 400501,Sep-15,14573.65,11658.9,173323.6,138658.9
6,2394,Beach Head 400501,Oct-15,20490.8,16392.65,,
6,2394,Beach Head 400501,Nov-15,7101.55,5681.25,,
6,2394,Beach Head 400501,Dec-15,20276.35,16221.1,,
6,2394,Beach Head 400501,Jan-16,12439.35,9951.45,,
6,2394,Beach Head 400501,Feb-16,11301.5,9041.2,,
6,2394,Beach Head 400501,Mar-16,13003.75,10403.0,,
6,2394,Beach Head 400501,Apr-16,13636.4,10909.1,,
6,2394,Beach Head 400501,May-16,4322.6,3458.1,,
6,2394,Beach Head 400501,Jun-16,19510.4,15608.35,,
6,2394,Beach Head 400501,Jul-16,16216.65,12973.3,,
6,2394,Beach Head 400501,Aug-16,11220.95,8976.75,,
6,2394,Beach Head 400501,Sep-16,5416.3,4333.05,154936.6,123949.3
6,2394,Beach Head 400501,Oct-16,10089.1,8071.3,,
6,2394,Beach Head 400501,Nov-16,28527.15,22821.7,,
6,2394,Beach Head 400501,Dec-16,16559.1,13247.3,,
6,2394,Beach Head 400501,Jan-17,24005.0,19204.0,,
6,2394,Beach Head 400501,Feb-17,14748.25,11798.6,,
6,2394,Beach Head 400501,Mar-17,12836.25,10269.0,,
6,2394,Beach Head 400501,Apr-17,20462.2,16369.75,,
6,2394,Beach Head 400501,May-17,15941.0,12752.8,,
6,2394,Beach Head 400501,Jun-17,32239.45,25791.6,,
6,2394,Beach Head 400501,Jul-17,21695.35,17356.25,,
6,2394,Beach Head 400501,Aug-17,14146.0,11316.8,,
6,2394,Beach Head 400501,Sep-17,12585.4,10068.3,223834.25,179067.4
6,2394,Beach Head 400501,Oct-17,10680.05,8544.05,,
6,2394,Beach Head 400501,Nov-17,18282.9,14626.35,,
6,2394,Beach Head 400501,Dec-17,12489.5,9991.6,,
6,2394,Beach Head 400501,Jan-18,15501.3,12401.0,,
6,2394,Beach Head 400501,Feb-18,17954.5,14363.6,,
6,2394,Beach Head 400501,Mar-18,12777.8,10222.25,,
6,2394,Beach Head 400501,Apr-18,5966.1,4772.9,,
6,2394,Beach Head 400501,May-18,11231.1,8984.9,,
6,2394,Beach Head 400501,Jun-18,12014.5,9611.6,,
6,2394,Beach Head 400501,Jul-18,13155.75,10524.6,,
6,2394,Beach Head 400501,Aug-18,1947.1,1557.65,,
6,2394,Beach Head 400501,Sep-18,8962.15,7169.7,140962.75,112770.2
6,2394,Beach Head 400501,Oct-18,13447.1,10757.7,,
7,2394,Beach Head 400501,Nov-18,12596.15,10076.9,,
7,2394,Beach Head 400501,Dec-18,12357.95,9886.35,,
7,2394,Beach Head 400501,Jan-19,18802.0,15041.6,,
7,2394,Beach Head 400501,Feb-19,20762.0,16609.6,,
7,2394,Beach Head 400501,Mar-19,2957.75,7504.6,,
7,2394,Beach Head 400501,Apr-19,17396.85,13917.45,,
7,2394,Beach Head 400501,May-19,25699.3,20559.45,,
7,2394,Beach Head 400501,Jun-19,11141.0,3774.4,,
7,2394,Beach Head 400501,Jul-19,24923.85,19939.1,,
7,2394,Beach Head 400501,Aug-19,6142.0,4913.6,,
7,2394,Beach Head 400501,Sep-19,3527.5,2822.0,169753.45,135802.75
7,2394,Beach Head 400501,Oct-19,19162.2,15329.75,,
7,2394,Beach Head 400501,Nov-19,6101.0,4880.8,,
7,2394,Beach Head 400501,Dec-19,21069.25,16855.4,,
7,2394,Beach Head 400501,Jan-20,1341.3,4071.2,,
7,2394,Beach Head 400501,Feb-20,9119.1,4297.1,,
7,2394,Beach Head 400501,Mar-20,12710.0,10168.0,,
7,2394,Beach Head 400501,Apr-20,8.0,6.4,,
7,2394,Beach Head 400501,Jun-20,2608.15,2086.5,,
7,2394,Beach Head 400501,Jul-20,3727.5,2982.0,,
7,2394,Beach Head 400501,Aug-20,1547.0,1237.6,,
7,2394,Beach Head 400501,Sep-20,1849.0,1479.2,79242.5,63393.95
7,FY14,Beach Head 400501,,,,321886.22,253192.35
7,FY15,Beach Head 400501,,,,199613.85,159691.1
7,FY16,Beach Head 400501,,,,154936.6,123949.3
7,FY17,Beach Head 400501,,,,223834.25,179067.4
7,FY18,Beach Head 400501,,,,140962.75,112770.2
7,FY19,Beach Head 400501,,,,169753.45,135802.75
7,FY20,Beach Head 400501,,,,79242.5,63393.95
8,2238,Palms 400601,Oct-13,57190.08,47476.85,,
8,2238,Palms 400601,Nov-13,54715.05,42425.25,,
8,2238,Palms 400601,Dec-13,75632.7,60506.2,,
8,2238,Palms 400601,Jan-14,63626.65,47493.0,,
8,2238,Palms 400601,Feb-14,60378.1,49599.45,,
8,2238,Palms 400601,Mar-14,58302.4,45344.9,,
8,2238,Palms 400601,Apr-14,41472.95,34924.4,,
8,2238,Palms 400601,May-14,66540.76,53266.9,,
8,2238,Palms 400601,Jun-14,75015.49,59554.2,,
8,2238,Palms 400601,Jul-14,67241.95,52471.5,,
8,2238,Palms 400601,Aug-14,62174.1,49739.3,,
8,2238,Palms 400601,Sep-14,68412.95,54730.4,818533.47,649486.2
8,2238,Palms 400601,Oct-14,43226.75,34581.4,,
8,2238,Palms 400601,Nov-14,57463.23,49085.65,,
8,2238,Palms 400601,Dec-14,83067.02,63338.5,,
8,2238,Palms 400601,Jan-15,50118.3,40094.65,,
8,2238,Palms 400601,Feb-15,55515.6,44412.5,,
8,2238,Palms 400601,Mar-15,49421.4,39537.1,,
8,2238,Palms 400601,Apr-15,72853.8,58283.05,,
8,2238,Palms 400601,May-15,43588.55,34870.85,,
8,2238,Palms 400601,Jun-15,82653.35,66122.7,,
8,2238,Palms 400601,Jul-15,65741.95,52593.55,,
8,2238,Palms 400601,Aug-15,35482.55,28386.0,,
8,2238,Palms 400601,Sep-15,64961.55,51969.25,746518.2000000001,597214.5
8,2238,Palms 400601,Oct-15,54212.55,43370.05,,
8,2238,Palms 400601,Nov-15,55085.4,44068.35,,
8,2238,Palms 400601,Dec-15,69228.85,55383.1,,
8,2238,Palms 400601,Jan-16,43037.95,34430.35,,
8,2238,Palms 400601,Feb-16,56174.85,44939.9,,
8,2238,Palms 400601,Mar-16,40266.6,32213.3,,
8,2238,Palms 400601,Apr-16,57813.25,47359.0,,
8,2238,Palms 400601,May-16,84364.0,67491.25,,
8,2238,Palms 400601,Jun-16,53972.9,43178.3,,
8,2238,Palms 400601,Jul-16,53742.45,42993.95,,
8,2238,Palms 400601,Aug-16,58781.9,47025.5,,
8,2238,Palms 400601,Sep-16,52303.75,41843.0,656403.0,525122.25
8,2238,Palms 400601,Oct-16,57236.65,45789.3,,
8,2238,Palms 400601,Nov-16,81461.1,65168.9,,
8,2238,Palms 400601,Dec-16,40275.7,32220.6,,
8,2238,Palms 400601,Jan-17,51910.05,41528.05,,
8,2238,Palms 400601,Feb-17,61218.05,48974.45,,
9,2238,Palms 400601,Mar-17,64865.4,51892.35,,
9,2238,Palms 400601,Apr-17,60078.45,48141.5,,
9,2238,Palms 400601,May-17,85610.5,68409.65,,
9,2238,Palms 400601,Jun-17,61723.05,49378.45,,
9,2238,Palms 400601,Jul-17,40582.65,32466.1,,
9,2238,Palms 400601,Aug-17,57368.95,45895.15,,
9,2238,Palms 400601,Sep-17,44352.55,35482.05,694597.5,555520.45
9,2238,Palms 400601,Oct-17,71183.45,56946.75,,
9,2238,Palms 400601,Nov-17,44480.45,35584.35,,
9,2238,Palms 400601,Dec-17,41246.65,32997.3,,
9,2238,Palms 400601,Jan-18,65322.4,52257.9,,
9,2238,Palms 400601,Feb-18,40157.8,32126.25,,
9,2238,Palms 400601,Mar-18,50828.55,40662.85,,
9,2238,Palms 400601,Apr-18,58959.45,47167.55,,
9,2238,Palms 400601,May-18,88870.2,71096.2,,
9,2238,Palms 400601,Jun-18,75208.1,60166.45,,
9,2238,Palms 400601,Jul-18,38660.3,30928.25,,
9,2238,Palms 400601,Aug-18,85671.55,68537.25,,
9,2238,Palms 400601,Sep-18,62313.25,49850.6,785559.6000000001,628447.65
9,2238,Palms 400601,Oct-18,78514.2,62811.35,,
9,2238,Palms 400601,Nov-18,85348.75,68279.0,,
9,2238,Palms 400601,Dec-18,41580.0,33264.0,,
9,2238,Palms 400601,Jan-19,45021.58,46343.7,,
9,2238,Palms 400601,Feb-19,60779.51,49526.1,,
9,2238,Palms 400601,Mar-19,39772.87,33244.65,,
9,2238,Palms 400601,Apr-19,116985.7,93588.55,,
9,2238,Palms 400601,May-19,103312.4,82649.9,,
9,2238,Palms 400601,Jun-19,88837.79,58415.0,,
9,2238,Palms 400601,Jul-19,59623.75,47699.0,,
9,2238,Palms 400601,Aug-19,44180.75,35344.6,,
9,2238,Palms 400601,Sep-19,61057.25,51748.0,825014.55,662913.85
9,2238,Palms 400601,Oct-19,71557.7,54343.95,,
9,2238,Palms 400601,Nov-19,80832.6,64666.1,,
9,2238,Palms 400601,Dec-19,79397.6,63518.1,,
9,2238,Palms 400601,Jan-20,63009.4,53446.75,,
9,2238,Palms 400601,Feb-20,76106.3,65199.6,,
9,2238,Palms 400601,Mar-20,96776.95,70067.8,,
9,2238,Palms 400601,Apr-20,9865.1,7892.1,,
9,2238,Palms 400601,Jun-20,43477.05,34781.65,,
9,2238,Palms 400601,Jul-20,38464.35,30771.45,,
9,2238,Palms 400601,Sep-20,39743.4,31794.7,599230.45,476482.2
9,3169,Hansen TLF 400601,Sep-18,,,0.0,0.0
9,3169,Hansen TLF 400601,Oct-18,,,,
10,3169,Hansen TLF 400601,Sep-19,1029.3,823.45,1029.3,823.45
10,3169,Hansen TLF 400601,Oct-19,2437.2,1949.75,,
10,3169,Hansen TLF 400601,Dec-19,3472.05,2777.65,,
10,3169,Hansen TLF 400601,Jan-20,1249.0,999.2,,
10,3169,Hansen TLF 400601,Feb-20,946.0,756.8,,
10,3169,Hansen TLF 400601,Mar-20,4095.0,3276.0,,
10,3169,Hansen TLF 400601,Jul-20,3651.0,2920.8,,
10,3169,Hansen TLF 400601,Sep-20,15850.25,12680.2,57777.5,46221.200000000004
11,1105,Hashmarks 400701,Oct-13,63259.14,49737.45,,
11,1105,Hashmarks 400701,Nov-13,36886.7,29509.35,,
11,1105,Hashmarks 400701,Dec-13,47664.55,38131.65,,
11,1105,Hashmarks 400701,Jan-14,50167.63,39509.2,,
11,1105,Hashmarks 400701,Feb-14,29882.35,30328.3,,
11,1105,Hashmarks 400701,Mar-14,42893.7,27892.55,,
11,1105,Hashmarks 400701,Apr-14,33502.3,26801.85,,
11,1105,Hashmarks 400701,May-14,74135.5,60429.25,,
11,1105,Hashmarks 400701,Jun-14,40724.75,31459.0,,
11,1105,Hashmarks 400701,Jul-14,37206.0,29764.8,,
11,1105,Hashmarks 400701,Aug-14,30079.7,26234.8,,
11,1105,Hashmarks 400701,Sep-14,45806.65,34474.3,532208.97,424272.5
11,1105,Hashmarks 400701,Oct-14,92996.25,74397.0,,
11,1105,Hashmarks 400701,Nov-14,55001.95,44991.6,,
11,1105,Hashmarks 400701,Dec-14,58138.65,45520.95,,
11,1105,Hashmarks 400701,Jan-15,33498.55,26798.85,,
11,1105,Hashmarks 400701,Feb-15,62035.75,49628.6,,
11,1105,Hashmarks 400701,Mar-15,47798.8,38239.05,,
11,1105,Hashmarks 400701,Apr-15,55716.4,44573.1,,
11,1105,Hashmarks 400701,May-15,27379.45,21903.55,,
11,1105,Hashmarks 400701,Jun-15,47842.7,38274.15,,
11,1105,Hashmarks 400701,Jul-15,31747.0,25397.6,,
11,1105,Hashmarks 400701,Aug-15,44131.85,35305.45,,
11,1105,Hashmarks 400701,Sep-15,35665.2,28532.15,591952.55,473562.05
11,1105,Hashmarks 400701,Oct-15,28600.15,22880.1,,
11,1105,Hashmarks 400701,Nov-15,35578.85,28463.1,,
11,1105,Hashmarks 400701,Dec-15,62398.75,49919.0,,
11,1105,Hashmarks 400701,Jan-16,53110.35,42488.3,,
11,1105,Hashmarks 400701,Feb-16,14177.45,11341.95,,
11,1105,Hashmarks 400701,Mar-16,48763.2,39010.55,,
11,1105,Hashmarks 400701,Apr-16,51781.8,41425.45,,
11,1105,Hashmarks 400701,May-16,54015.35,43212.25,,
11,1105,Hashmarks 400701,Jun-16,74269.05,59415.25,,
11,1105,Hashmarks 400701,Jul-16,54992.5,43994.0,,
11,1105,Hashmarks 400701,Aug-16,49898.95,39919.15,,
11,1105,Hashmarks 400701,Sep-16,39445.75,31556.6,567032.15,453625.7
11,1105,Hashmarks 400701,Dec-16,51149.75,40919.8,,
11,1105,Hashmarks 400701,Jan-17,32500.05,26000.0,,
11,1105,Hashmarks 400701,Feb-17,40012.75,32010.2,,
11,1105,Hashmarks 400701,Mar-17,60901.7,48721.35,,
12,1105,Hashmarks 400701,Apr-17,44683.45,35746.75,,
12,1105,Hashmarks 400701,May-17,38767.55,31014.05,,
12,1105,Hashmarks 400701,Jun-17,48988.15,39190.5,,
12,1105,Hashmarks 400701,Jul-17,30122.6,24098.05,,
12,1105,Hashmarks 400701,Aug-17,41906.2,33524.95,,
12,1105,Hashmarks 400701,Sep-17,54739.15,43791.3,443771.35,355016.95
12,1105,Hashmarks 400701,Oct-17,22605.75,18084.6,,
12,1105,Hashmarks 400701,Nov-17,42069.2,33655.35,,
12,1105,Hashmarks 400701,Dec-17,49937.5,39950.0,,
12,1105,Hashmarks 400701,Jan-18,27337.15,21869.7,,
12,1105,Hashmarks 400701,Feb-18,58531.65,46825.3,,
12,1105,Hashmarks 400701,Mar-18,64470.1,51576.05,,
12,1105,Hashmarks 400701,Apr-18,48581.9,38865.55,,
12,1105,Hashmarks 400701,May-18,33997.4,27197.95,,
12,1105,Hashmarks 400701,Jun-18,42932.2,34345.75,,
12,1105,Hashmarks 400701,Jul-18,11936.65,9549.3,,
12,1105,Hashmarks 400701,Aug-18,24119.8,19295.85,,
12,1105,Hashmarks 400701,Sep-18,16373.15,13098.5,442892.45,354313.9
12,1105,Hashmarks 400701,Oct-18,22272.4,17817.9,,
12,1105,Hashmarks 400701,Nov-18,3087.85,2470.3,,
12,1105,Hashmarks 400701,Dec-18,7024.0,5619.2,,
12,1105,Hashmarks 400701,Jan-19,11222.55,8978.05,,
12,1105,Hashmarks 400701,Feb-19,34768.6,27814.9,,
12,1105,Hashmarks 400701,Mar-19,49238.35,39390.7,,
12,1105,Hashmarks 400701,Apr-19,29907.9,23926.3,,
12,1105,Hashmarks 400701,May-19,16394.85,13115.9,,
12,1105,Hashmarks 400701,Jun-19,13635.1,15343.5,,
12,1105,Hashmarks 400701,Jul-19,30928.5,20307.35,,
12,1105,Hashmarks 400701,Aug-19,19066.65,15253.3,,
12,1105,Hashmarks 400701,Sep-19,14112.75,11290.2,251659.5,201327.6
12,1105,Hashmarks 400701,Oct-19,14302.0,11441.6,,
12,1105,Hashmarks 400701,Nov-19,13667.95,10934.35,,
12,1105,Hashmarks 400701,Dec-19,6907.2,5525.75,,
12,1105,Hashmarks 400701,Jan-20,8298.85,6639.1,,
12,1105,Hashmarks 400701,Feb-20,664.15,531.3,,
12,1105,Hashmarks 400701,Mar-20,2044.3,2607.1,,
12,1105,Hashmarks 400701,Apr-20,11555.95,8273.1,,
12,1105,Hashmarks 400701,Jun-20,5199.5,4159.6,,
12,1105,Hashmarks 400701,Sep-20,7341.5,5873.2,69981.4,55985.1
12,1107,Courtney BC 400701,Oct-13,17715.64,14440.0,,
12,1107,Courtney BC 400701,Nov-13,17167.15,13733.75,,
12,1107,Courtney BC 400701,Dec-13,29661.2,24950.8,,
13,1107,Courtney BC 400701,Jan-14,30880.98,22771.2,,
13,1107,Courtney BC 400701,Feb-14,17532.7,14026.2,,
13,1107,Courtney BC 400701,Mar-14,47875.65,38300.5,,
13,1107,Courtney BC 400701,Apr-14,33977.7,27182.15,,
13,1107,Courtney BC 400701,May-14,24186.95,24397.0,,
13,1107,Courtney BC 400701,Jun-14,33027.4,21374.5,,
13,1107,Courtney BC 400701,Jul-14,33225.25,26580.2,,
13,1107,Courtney BC 400701,Aug-14,23417.75,18734.2,,
13,1107,Courtney BC 400701,Sep-14,38974.95,31179.95,347643.32,277670.45
13,1107,Courtney BC 400701,Oct-14,26675.35,21340.3,,
13,1107,Courtney BC 400701,Nov-14,53393.95,43748.0,,
13,1107,Courtney BC 400701,Dec-14,45256.05,35172.0,,
13,1107,Courtney BC 400701,Jan-15,38688.25,30950.6,,
13,1107,Courtney BC 400701,Feb-15,27573.65,22058.95,,
13,1107,Courtney BC 400701,Mar-15,21956.65,17565.3,,
13,1107,Courtney BC 400701,Apr-15,20348.7,16278.95,,
13,1107,Courtney BC 400701,May-15,27856.4,22285.1,,
13,1107,Courtney BC 400701,Jun-15,22188.3,17750.65,,
13,1107,Courtney BC 400701,Jul-15,35249.15,28199.3,,
13,1107,Courtney BC 400701,Aug-15,23790.3,19032.25,,
13,1107,Courtney BC 400701,Sep-15,24342.05,19473.65,367318.8,293855.05
13,1107,Courtney BC 400701,Oct-15,33587.05,26869.65,,
13,1107,Courtney BC 400701,Nov-15,28148.15,22518.5,,
13,1107,Courtney BC 400701,Dec-15,25831.2,20664.95,,
13,1107,Courtney BC 400701,Jan-16,8064.45,6451.55,,
13,1107,Courtney BC 400701,Feb-16,25174.45,20139.55,,
13,1107,Courtney BC 400701,Mar-16,17753.6,14202.85,,
13,1107,Courtney BC 400701,Apr-16,27512.4,20901.5,,
13,1107,Courtney BC 400701,May-16,28998.3,23198.65,,
13,1107,Courtney BC 400701,Jun-16,47917.55,38334.05,,
13,1107,Courtney BC 400701,Jul-16,25695.7,20556.55,,
13,1107,Courtney BC 400701,Aug-16,24046.65,19237.3,,
13,1107,Courtney BC 400701,Sep-16,43418.1,34734.5,336147.6,267809.6
13,1107,Courtney BC 400701,Oct-16,41952.65,33562.15,,
13,1107,Courtney BC 400701,Nov-16,28162.15,22529.7,,
13,1107,Courtney BC 400701,Dec-16,21890.8,17512.65,,
13,1107,Courtney BC 400701,Jan-17,6917.65,5534.1,,
13,1107,Courtney BC 400701,Feb-17,14307.75,11446.2,,
13,1107,Courtney BC 400701,Mar-17,21777.9,17422.3,,
13,1107,Courtney BC 400701,Apr-17,21370.75,17096.6,,
13,1107,Courtney BC 400701,May-17,21425.0,17140.0,,
13,1107,Courtney BC 400701,Jun-17,36819.15,29455.35,,
13,1107,Courtney BC 400701,Jul-17,8555.3,6844.25,,
13,1107,Courtney BC 400701,Aug-17,13604.95,10883.95,,
13,1107,Courtney BC 400701,Sep-17,14756.0,11804.8,251540.05,201232.05
13,1107,Courtney BC 400701,Oct-17,27651.05,22120.85,,
13,1107,Courtney BC 400701,Nov-17,37266.05,29812.85,,
14,1107,Courtney BC 400701,Dec-17,27853.1,22282.5,,
14,1107,Courtney BC 400701,Jan-18,23735.8,18988.65,,
14,1107,Courtney BC 400701,Feb-18,23208.85,18567.05,,
14,1107,Courtney BC 400701,Mar-18,26329.65,21063.7,,
14,1107,Courtney BC 400701,Apr-18,14220.5,11376.4,,
14,1107,Courtney BC 400701,May-18,34871.65,27897.3,,
14,1107,Courtney BC 400701,Jun-18,17172.5,13738.0,,
14,1107,Courtney BC 400701,Jul-18,44634.0,35707.2,,
14,1107,Courtney BC 400701,Aug-18,39367.75,31494.2,,
14,1107,Courtney BC 400701,Sep-18,30176.0,24140.8,346486.9,277189.5
14,1107,Courtney BC 400701,Oct-18,40790.1,32632.1,,
14,1107,Courtney BC 400701,Nov-18,37412.35,29929.85,,
14,1107,Courtney BC 400701,Dec-18,40765.0,32612.0,,
14,1107,Courtney BC 400701,Jan-19,64348.1,53760.1,,
14,1107,Courtney BC 400701,Feb-19,5056.4,1763.5,,
14,1107,Courtney BC 400701,Apr-19,17290.4,18665.6,,
14,1107,Courtney BC 400701,May-19,39296.35,28417.65,,
14,1107,Courtney BC 400701,Jun-19,40845.3,34197.8,,
14,1107,Courtney BC 400701,Jul-19,36655.15,30654.4,,
14,1107,Courtney BC 400701,Aug-19,54168.55,38669.25,,
14,1107,Courtney BC 400701,Sep-19,6386.85,10386.4,383014.55,311688.65
14,1107,Courtney BC 400701,Oct-19,30053.45,18765.85,,
14,1107,Courtney BC 400701,Nov-19,17392.8,16849.05,,
14,1107,Courtney BC 400701,Dec-19,40336.3,34902.3,,
14,1107,Courtney BC 400701,Jan-20,40450.85,26792.6,,
14,1107,Courtney BC 400701,Feb-20,34215.7,27372.55,,
14,1107,Courtney BC 400701,Mar-20,31744.15,25395.35,,
